tweets,category,dates,address,newaddress,lattitude,longitude,coordinates
"UNWANTED PERSON at 9200 SE STARK ST, PORT [Portland Police #PP21000357629] 13:40 #pdx911, 2021-12-24 22:48:02+00:00",UNWANTED PERSON , 2021-12-24 22:48:02+00:00, 9200 SE STARK ST," 9200 SE STARK ST, Portland, OR",45.518983,-122.568924,"-122.568924, 45.518983"
"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at 7100 SW 26TH AVE, PORT [Portland Police #PP21000357619] 14:05 #pdx911, 2021-12-24 22:48:02+00:00","SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE ", 2021-12-24 22:48:02+00:00, 7100 SW 26TH AVE," 7100 SW 26TH AVE, Portland, OR",45.47339992929293,-122.70372149494949,"-122.70372149494949, 45.47339992929293"
"THEFT - COLD at 7900 N KERBY AVE, PORT [Portland Police #PP21000357649] 14:42 #pdx911, 2021-12-24 22:48:02+00:00",THEFT - COLD , 2021-12-24 22:48:02+00:00, 7900 N KERBY AVE," 7900 N KERBY AVE, Portland, OR",45.580807,-122.67222,"-122.67222, 45.580807"
"THREAT - PRIORITY at 2100 NE 47TH AVE, PORT [Portland Police #PP21000357640] 13:35 #pdx911, 2021-12-24 22:38:02+00:00",THREAT - PRIORITY , 2021-12-24 22:38:02+00:00, 2100 NE 47TH AVE," 2100 NE 47TH AVE, Portland, OR",45.53789,-122.614858,"-122.614858, 45.53789"
"ACCIDENT - HIT AND RUN - COLD at 11600 SE HOLGATE BLVD, PORT [Portland Police #PP21000357601] 13:41 #pdx911, 2021-12-24 22:36:02+00:00",ACCIDENT - HIT AND RUN - COLD , 2021-12-24 22:36:02+00:00, 11600 SE HOLGATE BLVD," 11600 SE HOLGATE BLVD, Portland, OR",45.48961485897442,-122.54367590883666,"-122.54367590883666, 45.48961485897442"
"THEFT - COLD at 3400 N WILLIAMS AVE, PORT [Portland Police #PP21000357497] 13:56 #pdx911, 2021-12-24 22:34:02+00:00",THEFT - COLD , 2021-12-24 22:34:02+00:00, 3400 N WILLIAMS AVE," 3400 N WILLIAMS AVE, Portland, OR",45.54758,-122.66655,"-122.66655, 45.54758"
"DISTURBANCE - PRIORITY at 0 SE 28TH AVE, PORT [Portland Police #PP21000357671] 14:13 #pdx911, 2021-12-24 22:30:01+00:00",DISTURBANCE - PRIORITY , 2021-12-24 22:30:01+00:00, 0 SE 28TH AVE," 0 SE 28TH AVE, Portland, OR",45.4860235,-122.6375083,"-122.6375083, 45.4860235"
"THEFT - COLD at 5700 SW TEXAS ST, PORT [Portland Police #PP21000357643] 14:13 #pdx911, 2021-12-24 22:28:02+00:00",THEFT - COLD , 2021-12-24 22:28:02+00:00, 5700 SW TEXAS ST," 5700 SW TEXAS ST, Portland, OR",45.473807072289155,-122.73555151405623,"-122.73555151405623, 45.473807072289155"
"VEHICLE STOLEN - COLD at 3100 SE 51ST AVE, PORT [Portland Police #PP21000357634] 13:53 #pdx911, 2021-12-24 22:24:02+00:00",VEHICLE STOLEN - COLD , 2021-12-24 22:24:02+00:00, 3100 SE 51ST AVE," 3100 SE 51ST AVE, Portland, OR",45.500157,-122.60998,"-122.60998, 45.500157"
"VANDALISM - PRIORITY at 14700 SE DIVISION ST, PORT [Portland Police #PP21000357614] 14:12 #pdx911, 2021-12-24 22:24:02+00:00",VANDALISM - PRIORITY , 2021-12-24 22:24:02+00:00, 14700 SE DIVISION ST," 14700 SE DIVISION ST, Portland, OR",45.5027581,-122.51209000613524,"-122.51209000613524, 45.5027581"
"AREA CHECK at 6600 N ALTA AVE, PORT [Portland Police #PP21000357626] 13:25 #pdx911, 2021-12-24 22:22:02+00:00",AREA CHECK , 2021-12-24 22:22:02+00:00, 6600 N ALTA AVE," 6600 N ALTA AVE, Portland, OR",45.587729,-122.760921,"-122.760921, 45.587729"
"ACCIDENT - UNKNOWN INJURY at 1700 N TOMAHAWK ISLAND DR, PORT [Portland Police #PP21000357628] 13:26 #pdx911, 2021-12-24 22:22:02+00:00",ACCIDENT - UNKNOWN INJURY , 2021-12-24 22:22:02+00:00, 1700 N TOMAHAWK ISLAND DR," 1700 N TOMAHAWK ISLAND DR, Portland, OR",45.6102108,-122.6760483,"-122.6760483, 45.6102108"
"UNWANTED PERSON at 10400 SE RAMONA ST, PORT [Portland Police #PP21000357594] 12:38 #pdx911, 2021-12-24 22:14:02+00:00",UNWANTED PERSON , 2021-12-24 22:14:02+00:00, 10400 SE RAMONA ST," 10400 SE RAMONA ST, Portland, OR",45.48032,-122.555647,"-122.555647, 45.48032"
"VEHICLE STOLEN - COLD at 800 S CURRY ST, PORT [Portland Police #PP21000357590] 13:50 #pdx911, 2021-12-24 22:14:02+00:00",VEHICLE STOLEN - COLD , 2021-12-24 22:14:02+00:00, 800 S CURRY ST," 800 S CURRY ST, Portland, OR",45.497695,-122.668331,"-122.668331, 45.497695"
"DISTURBANCE - PRIORITY at 2800 NE SANDY BLVD, PORT [Portland Police #PP21000357660] 13:57 #pdx911, 2021-12-24 22:14:02+00:00",DISTURBANCE - PRIORITY , 2021-12-24 22:14:02+00:00, 2800 NE SANDY BLVD," 2800 NE SANDY BLVD, Portland, OR",45.529031950000004,-122.63690713643817,"-122.63690713643817, 45.529031950000004"
"THREAT - PRIORITY at 4600 SE CESAR E CHAVEZ BLVD, PORT [Portland Police #PP21000357646] 13:58 #pdx911, 2021-12-24 22:14:02+00:00",THREAT - PRIORITY , 2021-12-24 22:14:02+00:00, 4600 SE CESAR E CHAVEZ BLVD," 4600 SE CESAR E CHAVEZ BLVD, Portland, OR",45.489521868661406,-122.62272867508638,"-122.62272867508638, 45.489521868661406"
"UNWANTED PERSON at 2300 W BURNSIDE ST, PORT [Portland Police #PP21000357565] 14:02 #pdx911, 2021-12-24 22:14:02+00:00",UNWANTED PERSON , 2021-12-24 22:14:02+00:00, 2300 W BURNSIDE ST," 2300 W BURNSIDE ST, Portland, OR",45.523372,-122.698383,"-122.698383, 45.523372"
"ASSAULT - COLD at 1100 SW 2ND AVE, PORT [Portland Police #PP21000357608] 13:10 #pdx911, 2021-12-24 22:06:01+00:00",ASSAULT - COLD , 2021-12-24 22:06:01+00:00, 1100 SW 2ND AVE," 1100 SW 2ND AVE, Portland, OR",45.515174,-122.675943,"-122.675943, 45.515174"
"BURGLARY - COLD at 7000 N LEADBETTER RD, PORT [Portland Police #PP21000357604] 13:00 #pdx911, 2021-12-24 22:00:02+00:00",BURGLARY - COLD , 2021-12-24 22:00:02+00:00, 7000 N LEADBETTER RD," 7000 N LEADBETTER RD, Portland, OR",45.627202600000004,-122.74832376330534,"-122.74832376330534, 45.627202600000004"
"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at 2800 N GANTENBEIN AVE, PORT [Portland Police #PP21000357493] 13:49 #pdx911, 2021-12-24 22:00:01+00:00","SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE ", 2021-12-24 22:00:01+00:00, 2800 N GANTENBEIN AVE," 2800 N GANTENBEIN AVE, Portland, OR",45.6020251,-122.6694205,"-122.6694205, 45.6020251"
"BURGLARY - COLD at 1400 SW 11TH AVE, PORT [Portland Police #PP21000357603] 13:10 #pdx911, 2021-12-24 21:58:02+00:00",BURGLARY - COLD , 2021-12-24 21:58:02+00:00, 1400 SW 11TH AVE," 1400 SW 11TH AVE, Portland, OR",45.51547,-122.685604,"-122.685604, 45.51547"
"THEFT - COLD at 100 S LANE ST, PORT [Portland Police #PP21000357569] 12:10 #pdx911, 2021-12-24 21:54:01+00:00",THEFT - COLD , 2021-12-24 21:54:01+00:00, 100 S LANE ST," 100 S LANE ST, Portland, OR",45.495723,-122.676807,"-122.676807, 45.495723"
"ASSAULT - COLD at 1300 NW LOVEJOY ST, PORT [Portland Police #PP21000357616] 13:19 #pdx911, 2021-12-24 21:50:02+00:00",ASSAULT - COLD , 2021-12-24 21:50:02+00:00, 1300 NW LOVEJOY ST," 1300 NW LOVEJOY ST, Portland, OR",45.529963,-122.684579,"-122.684579, 45.529963"
"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at 1900 N LOMBARD ST, PORT [Portland Police #PP21000357633] 13:40 #pdx911, 2021-12-24 21:44:01+00:00","SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE ", 2021-12-24 21:44:01+00:00, 1900 N LOMBARD ST," 1900 N LOMBARD ST, Portland, OR",45.57703655882353,-122.68598675000001,"-122.68598675000001, 45.57703655882353"
"VEHICLE STOLEN - COLD at 1400 N PRESCOTT ST, PORT [Portland Police #PP21000357454] 12:02 #pdx911, 2021-12-24 21:42:02+00:00",VEHICLE STOLEN - COLD , 2021-12-24 21:42:02+00:00, 1400 N PRESCOTT ST," 1400 N PRESCOTT ST, Portland, OR",45.555298,-122.68113,"-122.68113, 45.555298"
"PREMISE CHECK at 6900 N MARYLAND AVE, PORT [Portland Police #PP21000357592] 13:26 #pdx911, 2021-12-24 21:42:02+00:00",PREMISE CHECK , 2021-12-24 21:42:02+00:00, 6900 N MARYLAND AVE," 6900 N MARYLAND AVE, Portland, OR",45.572778,-122.680482,"-122.680482, 45.572778"
"DISTURBANCE - PRIORITY at 1500 N HAYDEN ISLAND DR, PORT [Portland Police #PP21000357623] 13:12 #pdx911, 2021-12-24 21:30:01+00:00",DISTURBANCE - PRIORITY , 2021-12-24 21:30:01+00:00, 1500 N HAYDEN ISLAND DR," 1500 N HAYDEN ISLAND DR, Portland, OR",45.6129057,-122.6779658,"-122.6779658, 45.6129057"
"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at 9200 NW GERMANTOWN RD, PORT [Portland Police #PP21000357577] 13:00 #pdx911, 2021-12-24 21:16:01+00:00","SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE ", 2021-12-24 21:16:01+00:00, 9200 NW GERMANTOWN RD," 9200 NW GERMANTOWN RD, Portland, OR",45.58755489984367,-122.77506530603117,"-122.77506530603117, 45.58755489984367"
"VEHICLE STOLEN - COLD at 2500 NW VAUGHN ST, PORT [Portland Police #PP21000357486] 12:46 #pdx911, 2021-12-24 21:14:02+00:00",VEHICLE STOLEN - COLD , 2021-12-24 21:14:02+00:00, 2500 NW VAUGHN ST," 2500 NW VAUGHN ST, Portland, OR",45.536752,-122.703065,"-122.703065, 45.536752"
"THEFT - COLD at 1900 SW MORRISON ST, PORT [Portland Police #PP21000357582] 13:01 #pdx911, 2021-12-24 21:14:02+00:00",THEFT - COLD , 2021-12-24 21:14:02+00:00, 1900 SW MORRISON ST," 1900 SW MORRISON ST, Portland, OR",45.52258608080808,-122.69207467676767,"-122.69207467676767, 45.52258608080808"
"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at 3600 SE SCHILLER ST, PORT [Portland Police #PP21000357610] 13:00 #pdx911, 2021-12-24 21:12:02+00:00","SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE ", 2021-12-24 21:12:02+00:00, 3600 SE SCHILLER ST," 3600 SE SCHILLER ST, Portland, OR",45.488062,-122.626513,"-122.626513, 45.488062"
"ACCIDENT - HIT AND RUN - COLD at 1500 NE 74TH AVE, PORT [Portland Police #PP21000357545] 12:14 #pdx911, 2021-12-24 21:10:02+00:00",ACCIDENT - HIT AND RUN - COLD , 2021-12-24 21:10:02+00:00, 1500 NE 74TH AVE," 1500 NE 74TH AVE, Portland, OR",45.533714,-122.58709,"-122.58709, 45.533714"
"THEFT - COLD at 7500 N EDGEWATER ST, PORT [Portland Police #PP21000357526] 12:22 #pdx911, 2021-12-24 21:10:02+00:00",THEFT - COLD , 2021-12-24 21:10:02+00:00, 7500 N EDGEWATER ST," 7500 N EDGEWATER ST, Portland, OR",45.58310049531883,-122.7454320607077,"-122.7454320607077, 45.58310049531883"
"SUSPICIOUS - PRIORITY at 4400 NE BROADWAY , PORT [Portland Police #PP21000357578] 12:59 #pdx911, 2021-12-24 21:08:02+00:00",SUSPICIOUS - PRIORITY , 2021-12-24 21:08:02+00:00, 4400 NE BROADWAY ," 4400 NE BROADWAY , Portland, OR",45.534785049999996,-122.61776027410845,"-122.61776027410845, 45.534785049999996"
"THEFT - PRIORITY at 1300 N MASON ST, PORT [Portland Police #PP21000357495] 12:42 #pdx911, 2021-12-24 21:04:02+00:00",THEFT - PRIORITY , 2021-12-24 21:04:02+00:00, 1300 N MASON ST," 1300 N MASON ST, Portland, OR",45.553293,-122.680523,"-122.680523, 45.553293"
"UNWANTED PERSON at 9700 NE SANDY BLVD, PORT [Portland Police #PP21000357470] 12:15 #pdx911, 2021-12-24 20:58:01+00:00",UNWANTED PERSON , 2021-12-24 20:58:01+00:00, 9700 NE SANDY BLVD," 9700 NE SANDY BLVD, Portland, OR",45.558769,-122.562616,"-122.562616, 45.558769"
"ILLEGAL DUMPING - PRIORITY at 8100 N HAVEN AVE, PORT [Portland Police #PP21000357529] 12:46 #pdx911, 2021-12-24 20:58:01+00:00",ILLEGAL DUMPING - PRIORITY , 2021-12-24 20:58:01+00:00, 8100 N HAVEN AVE," 8100 N HAVEN AVE, Portland, OR",45.582971,-122.718358,"-122.718358, 45.582971"
"DISTURBANCE - PRIORITY at 8100 SE RAYMOND ST, PORT [Portland Police #PP21000357559] 12:07 #pdx911, 2021-12-24 20:56:02+00:00",DISTURBANCE - PRIORITY , 2021-12-24 20:56:02+00:00, 8100 SE RAYMOND ST," 8100 SE RAYMOND ST, Portland, OR",45.48646191919192,-122.57983498989898,"-122.57983498989898, 45.48646191919192"
"BURGLARY - COLD at 4500 SW SHATTUCK RD, PORT [Portland Police #PP21000357491] 12:07 #pdx911, 2021-12-24 20:54:02+00:00",BURGLARY - COLD , 2021-12-24 20:54:02+00:00, 4500 SW SHATTUCK RD," 4500 SW SHATTUCK RD, Portland, OR",45.490585,-122.729031,"-122.729031, 45.490585"
"ACCIDENT - HIT AND RUN - COLD at 12200 SE SCHILLER ST, PORT [Portland Police #PP21000357556] 12:07 #pdx911, 2021-12-24 20:42:02+00:00",ACCIDENT - HIT AND RUN - COLD , 2021-12-24 20:42:02+00:00, 12200 SE SCHILLER ST," 12200 SE SCHILLER ST, Portland, OR",45.487342,-122.537621,"-122.537621, 45.487342"
"UNWANTED PERSON at 7700 SE 82ND AVE, PORT [Portland Police #PP21000357525] 12:21 #pdx911, 2021-12-24 20:42:02+00:00",UNWANTED PERSON , 2021-12-24 20:42:02+00:00, 7700 SE 82ND AVE," 7700 SE 82ND AVE, Portland, OR",45.467867,-122.578927,"-122.578927, 45.467867"
"ROBBERY - PRIORITY *H at 1900 SE 6TH AVE, PORT [Portland Police #PP21000357575] 12:10 #pdx911, 2021-12-24 20:36:02+00:00",ROBBERY - PRIORITY *H , 2021-12-24 20:36:02+00:00, 1900 SE 6TH AVE," 1900 SE 6TH AVE, Portland, OR",45.509235,-122.659645,"-122.659645, 45.509235"
"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at 6000 N GREELEY AVE, PORT [Portland Police #PP21000357509] 11:07 #pdx911, 2021-12-24 20:26:02+00:00","SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE ", 2021-12-24 20:26:02+00:00, 6000 N GREELEY AVE," 6000 N GREELEY AVE, Portland, OR",45.566491,-122.695463,"-122.695463, 45.566491"
"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at 7000 SE TENINO ST, PORT [Portland Police #PP21000357522] 12:03 #pdx911, 2021-12-24 20:26:02+00:00","SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE ", 2021-12-24 20:26:02+00:00, 7000 SE TENINO ST," 7000 SE TENINO ST, Portland, OR",45.464077,-122.591243,"-122.591243, 45.464077"
"VEHICLE STOLEN - COLD at 900 SE 60TH AVE, PORT [Portland Police #PP21000357566] 12:11 #pdx911, 2021-12-24 20:26:01+00:00",VEHICLE STOLEN - COLD , 2021-12-24 20:26:01+00:00, 900 SE 60TH AVE," 900 SE 60TH AVE, Portland, OR",45.516637,-122.601876,"-122.601876, 45.516637"
"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at 3900 SE HAWTHORNE BLVD, PORT [Portland Police #PP21000357548] 11:49 #pdx911, 2021-12-24 20:18:02+00:00","SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE ", 2021-12-24 20:18:02+00:00, 3900 SE HAWTHORNE BLVD," 3900 SE HAWTHORNE BLVD, Portland, OR",45.511956,-122.622647,"-122.622647, 45.511956"
"BURGLARY - PRIORITY *H at 4600 SW SHATTUCK RD, PORT [Portland Police #PP21000357418] 08:37 #pdx911, 2021-12-24 20:12:01+00:00",BURGLARY - PRIORITY *H , 2021-12-24 20:12:01+00:00, 4600 SW SHATTUCK RD," 4600 SW SHATTUCK RD, Portland, OR",45.48996877988266,-122.72941538056865,"-122.72941538056865, 45.48996877988266"
"VEHICLE STOLEN - COLD at 5900 SE 92ND AVE, PORT [Portland Police #PP21000357530] 11:22 #pdx911, 2021-12-24 20:10:02+00:00",VEHICLE STOLEN - COLD , 2021-12-24 20:10:02+00:00, 5900 SE 92ND AVE," 5900 SE 92ND AVE, Portland, OR",45.479687,-122.56849,"-122.56849, 45.479687"
"DISTURBANCE - PRIORITY at 3900 SE 174TH AVE, PORT [Portland Police #PP21000357549] 11:39 #pdx911, 2021-12-24 20:10:01+00:00",DISTURBANCE - PRIORITY , 2021-12-24 20:10:01+00:00, 3900 SE 174TH AVE," 3900 SE 174TH AVE, Portland, OR",45.494356,-122.484547,"-122.484547, 45.494356"
"VEHICLE STOLEN - COLD at 9900 NE SANDY BLVD, PORT [Portland Police #PP21000357498] 10:39 #pdx911, 2021-12-24 20:04:02+00:00",VEHICLE STOLEN - COLD , 2021-12-24 20:04:02+00:00, 9900 NE SANDY BLVD," 9900 NE SANDY BLVD, Portland, OR",45.559293,-122.560648,"-122.560648, 45.559293"
"THEFT - COLD at 3500 SW BEAVERTON HILLSDALE HWY, PORT [Portland Police #PP21000357448] 10:38 #pdx911, 2021-12-24 19:54:01+00:00",THEFT - COLD , 2021-12-24 19:54:01+00:00, 3500 SW BEAVERTON HILLSDALE HWY," 3500 SW BEAVERTON HILLSDALE HWY, Portland, OR",45.482561,-122.713422,"-122.713422, 45.482561"
"VEHICLE STOLEN - COLD at 2800 SE FRANCIS ST, PORT [Portland Police #PP21000357528] 11:21 #pdx911, 2021-12-24 19:40:02+00:00",VEHICLE STOLEN - COLD , 2021-12-24 19:40:02+00:00, 2800 SE FRANCIS ST," 2800 SE FRANCIS ST, Portland, OR",45.494703,-122.637454,"-122.637454, 45.494703"
"THEFT - COLD at 1500 N TOMAHAWK ISLAND DR, PORT [Portland Police #PP21000357543] 11:29 #pdx911, 2021-12-24 19:40:02+00:00",THEFT - COLD , 2021-12-24 19:40:02+00:00, 1500 N TOMAHAWK ISLAND DR," 1500 N TOMAHAWK ISLAND DR, Portland, OR",45.61202965,-122.6837855,"-122.6837855, 45.61202965"
"UNWANTED PERSON at 9200 SE HOLGATE BLVD, PORT [Portland Police #PP21000357521] 11:17 #pdx911, 2021-12-24 19:36:02+00:00",UNWANTED PERSON , 2021-12-24 19:36:02+00:00, 9200 SE HOLGATE BLVD," 9200 SE HOLGATE BLVD, Portland, OR",45.489933,-122.56843,"-122.56843, 45.489933"
"ASSAULT - PRIORITY at 10500 SE WASHINGTON ST, PORT [Portland Police #PP21000357507] 10:44 #pdx911, 2021-12-24 19:24:02+00:00",ASSAULT - PRIORITY , 2021-12-24 19:24:02+00:00, 10500 SE WASHINGTON ST," 10500 SE WASHINGTON ST, Portland, OR",45.5182374105692,-122.55477624073767,"-122.55477624073767, 45.5182374105692"
"THREAT - WITH WEAPON *H at 0 NE 122ND AVE, PORT [Portland Police #PP21000357518] 11:04 #pdx911, 2021-12-24 19:20:01+00:00",THREAT - WITH WEAPON *H , 2021-12-24 19:20:01+00:00, 0 NE 122ND AVE," 0 NE 122ND AVE, Portland, OR",45.559132,-122.5378882,"-122.5378882, 45.559132"
"SHOOTING - COLD at 2800 N GANTENBEIN AVE, PORT [Portland Police #PP21000357396] 08:56 #pdx911, 2021-12-24 19:14:02+00:00",SHOOTING - COLD , 2021-12-24 19:14:02+00:00, 2800 N GANTENBEIN AVE," 2800 N GANTENBEIN AVE, Portland, OR",45.6020251,-122.6694205,"-122.6694205, 45.6020251"
"BURGLARY - COLD at 2800 NE ALAMEDA ST, PORT [Portland Police #PP21000357435] 09:23 #pdx911, 2021-12-24 19:12:02+00:00",BURGLARY - COLD , 2021-12-24 19:12:02+00:00, 2800 NE ALAMEDA ST," 2800 NE ALAMEDA ST, Portland, OR",45.550164,-122.638159,"-122.638159, 45.550164"
"BURGLARY - COLD at 800 NW 13TH AVE, PORT [Portland Police #PP21000357500] 10:36 #pdx911, 2021-12-24 19:12:02+00:00",BURGLARY - COLD , 2021-12-24 19:12:02+00:00, 800 NW 13TH AVE," 800 NW 13TH AVE, Portland, OR",45.528744,-122.684243,"-122.684243, 45.528744"
"ASSAULT - COLD at 10900 SW 63RD AVE, PORT [Portland Police #PP21000357384] 07:49 #pdx911, 2021-12-24 19:10:02+00:00",ASSAULT - COLD , 2021-12-24 19:10:02+00:00, 10900 SW 63RD AVE," 10900 SW 63RD AVE, Portland, OR",45.44676573154362,-122.74150104026846,"-122.74150104026846, 45.44676573154362"
"BURGLARY - COLD at 11900 NE DAVIS ST, PORT [Portland Police #PP21000357444] 10:30 #pdx911, 2021-12-24 18:56:01+00:00",BURGLARY - COLD , 2021-12-24 18:56:01+00:00, 11900 NE DAVIS ST," 11900 NE DAVIS ST, Portland, OR",45.523962,-122.53936,"-122.53936, 45.523962"
"ASSAULT - COLD at 100 W BURNSIDE ST, PORT [Portland Police #PP21000357479] 10:45 #pdx911, 2021-12-24 18:56:01+00:00",ASSAULT - COLD , 2021-12-24 18:56:01+00:00, 100 W BURNSIDE ST," 100 W BURNSIDE ST, Portland, OR",45.523019,-122.671505,"-122.671505, 45.523019"
"VANDALISM - PRIORITY at 1500 N TOMAHAWK ISLAND DR, PORT [Portland Police #PP21000357461] 09:47 #pdx911, 2021-12-24 18:50:02+00:00",VANDALISM - PRIORITY , 2021-12-24 18:50:02+00:00, 1500 N TOMAHAWK ISLAND DR," 1500 N TOMAHAWK ISLAND DR, Portland, OR",45.61202965,-122.6837855,"-122.6837855, 45.61202965"
"THEFT - COLD at 3000 NE 65TH AVE, PORT [Portland Police #PP21000357420] 10:14 #pdx911, 2021-12-24 18:50:01+00:00",THEFT - COLD , 2021-12-24 18:50:01+00:00, 3000 NE 65TH AVE," 3000 NE 65TH AVE, Portland, OR",45.5445042020202,-122.59624343434344,"-122.59624343434344, 45.5445042020202"
"UNWANTED PERSON at 9800 NE CASCADES PKWY, PORT [Portland Police #PP21000357462] 09:49 #pdx911, 2021-12-24 18:46:02+00:00",UNWANTED PERSON , 2021-12-24 18:46:02+00:00, 9800 NE CASCADES PKWY," 9800 NE CASCADES PKWY, Portland, OR",45.573851,-122.561964,"-122.561964, 45.573851"
"VANDALISM - PRIORITY at 6500 SW 19TH AVE, PORT [Portland Police #PP21000357400] 09:30 #pdx911, 2021-12-24 18:40:02+00:00",VANDALISM - PRIORITY , 2021-12-24 18:40:02+00:00, 6500 SW 19TH AVE," 6500 SW 19TH AVE, Portland, OR",45.476827,-122.69804,"-122.69804, 45.476827"
"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at 12600 SE KNAPP ST, PORT [Portland Police #PP21000357488] 10:34 #pdx911, 2021-12-24 18:40:02+00:00","SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE ", 2021-12-24 18:40:02+00:00, 12600 SE KNAPP ST," 12600 SE KNAPP ST, Portland, OR",45.47034975,-122.53295163888889,"-122.53295163888889, 45.47034975"
"VEHICLE STOLEN - COLD at 10500 SE WASHINGTON ST, PORT [Portland Police #PP21000357447] 09:52 #pdx911, 2021-12-24 18:36:01+00:00",VEHICLE STOLEN - COLD , 2021-12-24 18:36:01+00:00, 10500 SE WASHINGTON ST," 10500 SE WASHINGTON ST, Portland, OR",45.5182374105692,-122.55477624073767,"-122.55477624073767, 45.5182374105692"
"PREMISE CHECK at 11800 NE GLISAN ST, PORT [Portland Police #PP21000357458] 09:44 #pdx911, 2021-12-24 18:34:01+00:00",PREMISE CHECK , 2021-12-24 18:34:01+00:00, 11800 NE GLISAN ST," 11800 NE GLISAN ST, Portland, OR",45.526203,-122.539478,"-122.539478, 45.526203"
"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at 700 SW 10TH AVE, PORT [Portland Police #PP21000357489] 10:21 #pdx911, 2021-12-24 18:34:01+00:00","SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE ", 2021-12-24 18:34:01+00:00, 700 SW 10TH AVE," 700 SW 10TH AVE, Portland, OR",45.519837,-122.682065,"-122.682065, 45.519837"
"VEHICLE STOLEN - PRIORITY at 8800 N FISKE AVE, PORT [Portland Police #PP21000357414] 08:30 #pdx911, 2021-12-24 18:22:02+00:00",VEHICLE STOLEN - PRIORITY , 2021-12-24 18:22:02+00:00, 8800 N FISKE AVE," 8800 N FISKE AVE, Portland, OR",45.58598445,-122.71608720774634,"-122.71608720774634, 45.58598445"
"VANDALISM - PRIORITY at 1000 SW JEFFERSON ST, PORT [Portland Police #PP21000357446] 09:31 #pdx911, 2021-12-24 18:20:03+00:00",VANDALISM - PRIORITY , 2021-12-24 18:20:03+00:00, 1000 SW JEFFERSON ST," 1000 SW JEFFERSON ST, Portland, OR",45.515974,-122.684473,"-122.684473, 45.515974"
"THEFT - PRIORITY at 1000 SE 49TH AVE, PORT [Portland Police #PP21000357480] 10:07 #pdx911, 2021-12-24 18:12:02+00:00",THEFT - PRIORITY , 2021-12-24 18:12:02+00:00, 1000 SE 49TH AVE," 1000 SE 49TH AVE, Portland, OR",45.51586585,-122.61221893849522,"-122.61221893849522, 45.51586585"
"TRIMET INCIDENT - PRIORITY at 11100 N EXPO RD, PORT [Portland Police #PP21000357456] 09:43 #pdx911, 2021-12-24 18:08:01+00:00",TRIMET INCIDENT - PRIORITY , 2021-12-24 18:08:01+00:00, 11100 N EXPO RD," 11100 N EXPO RD, Portland, OR",45.5954393,-122.6867909,"-122.6867909, 45.5954393"
"DISTURBANCE - PRIORITY at 4300 SE OAK ST, PORT [Portland Police #PP21000357465] 09:52 #pdx911, 2021-12-24 18:08:01+00:00",DISTURBANCE - PRIORITY , 2021-12-24 18:08:01+00:00, 4300 SE OAK ST," 4300 SE OAK ST, Portland, OR",45.520177000000004,-122.61822,"-122.61822, 45.520177000000004"
"UNWANTED PERSON at 3500 SE 92ND AVE, PORT [Portland Police #PP21000357434] 09:46 #pdx911, 2021-12-24 18:04:02+00:00",UNWANTED PERSON , 2021-12-24 18:04:02+00:00, 3500 SE 92ND AVE," 3500 SE 92ND AVE, Portland, OR",45.496836783783785,-122.56837637837837,"-122.56837637837837, 45.496836783783785"
"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at 1100 NE TAMERA LN, PORT [Portland Police #PP21000357469] 09:56 #pdx911, 2021-12-24 18:04:01+00:00","SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE ", 2021-12-24 18:04:01+00:00, 1100 NE TAMERA LN," 1100 NE TAMERA LN, Portland, OR",45.530476285249755,-122.56781158950947,"-122.56781158950947, 45.530476285249755"
"BURGLARY - COLD at 0 SW 3RD AVE, PORT [Portland Police #PP21000357395] 09:16 #pdx911, 2021-12-24 18:00:02+00:00",BURGLARY - COLD , 2021-12-24 18:00:02+00:00, 0 SW 3RD AVE," 0 SW 3RD AVE, Portland, OR",45.5176434,-122.6758768,"-122.6758768, 45.5176434"
